datetime,events,distance(KM)
20180526000928,0,-1
20180526000929,0,-1
20180526000930,0,-1
20180526000931,0,-1
20180526000932,0,-1
20180526000933,0,-1
20180526000934,0,-1
20180526000935,0,-1
20180526000937,0,-1
20180526000938,0,-1
20180526000939,0,-1
20180526000940,0,-1
20180526000941,0,-1
20180526000942,0,-1
20180526000943,0,-1
20180526000944,0,-1
20180526000945,0,-1
20180526000946,0,-1
20180526000947,0,-1
20180526000948,0,-1
20180526000949,0,-1
20180526000950,0,-1
20180526000951,0,-1
20180526000952,0,-1
20180526000953,0,-1
20180526000954,0,-1
20180526000955,0,-1
20180526000956,0,-1
20180526000957,0,-1
20180526000958,0,-1
20180526000959,0,-1
20180526001001,0,-1
20180526001002,0,-1
20180526001003,0,-1
20180526001004,0,-1
20180526001005,0,-1
20180526001006,0,-1
20180526001007,0,-1
20180526001008,0,-1
20180526001009,0,-1
20180526001010,0,-1
20180526001011,0,-1
20180526001012,0,-1
20180526001013,0,-1
20180526001014,0,-1
20180526001015,0,-1
20180526001016,0,-1
20180526001017,0,-1
20180526001018,0,-1
20180526001019,0,-1
20180526001020,0,-1
20180526001021,0,-1
20180526001022,0,-1
20180526001024,0,-1
20180526001025,0,-1
20180526001026,0,-1
20180526001027,0,-1
20180526001028,0,-1
20180526001029,0,-1
20180526001030,0,-1
20180526001031,0,-1
20180526001032,0,-1
20180526001033,0,-1
20180526001034,0,-1
20180526001035,0,-1
20180526001036,0,-1
20180526001037,0,-1
20180526001038,0,-1
20180526001039,0,-1
20180526001040,0,-1
20180526001041,0,-1
20180526001042,0,-1
20180526001043,0,-1
20180526001044,0,-1
20180526001045,0,-1
20180526001047,0,-1
20180526001048,0,-1
20180526001049,0,-1
20180526001050,0,-1
20180526001051,0,-1
20180526001052,0,-1
20180526001053,0,-1
20180526001054,0,-1
20180526001055,0,-1
20180526001056,0,-1
20180526001057,0,-1
20180526001058,0,-1
20180526001059,0,-1
20180526001100,0,-1
20180526001101,0,-1
20180526001102,0,-1
20180526001103,0,-1
20180526001104,0,-1
20180526001105,0,-1
20180526001106,0,-1
20180526001107,0,-1
20180526001108,0,-1
20180526001109,0,-1
20180526001111,0,-1
20180526001112,0,-1
20180526001113,0,-1
20180526001114,0,-1
20180526001115,0,-1
20180526001116,0,-1
20180526001117,0,-1
20180526001118,0,-1
20180526001119,0,-1
20180526001120,0,-1
20180526001121,0,-1
20180526001122,0,-1
20180526001123,0,-1
20180526001124,0,-1
20180526001125,0,-1
20180526001126,0,-1
20180526001127,0,-1
20180526001128,0,-1
20180526001129,0,-1
20180526001130,0,-1
20180526001131,0,-1
20180526001133,0,-1
20180526001134,0,-1
20180526001135,0,-1
20180526001136,0,-1
20180526001137,0,-1
20180526001138,0,-1
20180526001139,0,-1
20180526001140,0,-1
20180526001141,0,-1
20180526001142,0,-1
20180526001143,0,-1
20180526001144,0,-1
20180526001145,0,-1
20180526001146,0,-1
20180526001147,0,-1
20180526001148,0,-1
20180526001149,0,-1
20180526001150,0,-1
20180526001151,0,-1
20180526001152,0,-1
20180526001153,0,-1
20180526001154,0,-1
20180526001155,0,-1
20180526001157,0,-1
20180526001158,0,-1
20180526001159,0,-1
20180526001200,0,-1
20180526001201,0,-1
20180526001202,0,-1
20180526001203,0,-1
20180526001204,0,-1
20180526001205,0,-1
20180526001206,0,-1
20180526001207,0,-1
20180526001208,0,-1
20180526001209,0,-1
20180526001210,0,-1
20180526001211,0,-1
20180526001212,0,-1
20180526001213,0,-1
20180526001214,0,-1
20180526001215,0,-1
20180526001216,0,-1
20180526001218,0,-1
20180526001219,0,-1
20180526001220,0,-1
20180526001221,0,-1
20180526001222,0,-1
20180526001223,0,-1
20180526001224,0,-1
20180526001225,0,-1
20180526001226,0,-1
20180526001227,0,-1
20180526001228,0,-1
20180526001229,0,-1
20180526001230,0,-1
20180526001231,0,-1
20180526001232,0,-1
20180526001233,0,-1
20180526001234,0,-1
20180526001235,0,-1
20180526001236,0,-1
20180526001237,0,-1
20180526001238,0,-1
20180526001239,0,-1
20180526001241,0,-1
20180526001242,0,-1
20180526001243,0,-1
20180526001244,0,-1
20180526001245,0,-1
20180526001246,0,-1
20180526001247,0,-1
20180526001248,0,-1
20180526001249,0,-1
20180526001250,0,-1
20180526001251,0,-1
20180526001252,0,-1
20180526001253,0,-1
20180526001254,0,-1
20180526001255,0,-1
20180526001256,0,-1
20180526001257,0,-1
20180526001258,0,-1
20180526001259,0,-1
20180526001300,0,-1
20180526001301,0,-1
20180526001302,0,-1
20180526001304,0,-1
20180526001305,0,-1
20180526001306,0,-1
20180526001307,0,-1
20180526001308,0,-1
20180526001309,0,-1
20180526001310,0,-1
20180526001311,0,-1
20180526001312,0,-1
20180526001313,0,-1
20180526001314,0,-1
20180526001315,0,-1
20180526001316,0,-1
20180526001317,0,-1
20180526001318,0,-1
20180526001319,0,-1
20180526001320,0,-1
20180526001321,0,-1
20180526001322,0,-1
20180526001323,0,-1
20180526001324,0,-1
20180526001325,0,-1
20180526001327,0,-1
20180526001328,0,-1
20180526001329,0,-1
20180526001330,0,-1
20180526001331,0,-1
20180526001332,0,-1
20180526001333,0,-1
20180526001334,0,-1
20180526001335,0,-1
20180526001336,0,-1
20180526001337,0,-1
20180526001338,0,-1
20180526001339,0,-1
20180526001340,0,-1
20180526001341,0,-1
20180526001342,0,-1
20180526001343,0,-1
20180526001344,0,-1
20180526001345,0,-1
20180526001346,0,-1
20180526001347,0,-1
20180526001348,0,-1
20180526001350,0,-1
20180526001351,0,-1
20180526001352,0,-1
20180526001353,0,-1
20180526001354,0,-1
20180526001355,0,-1
20180526001356,0,-1
20180526001357,0,-1
20180526001358,0,-1
20180526001359,0,-1
20180526001400,0,-1
20180526001401,0,-1
20180526001402,0,-1
20180526001403,0,-1
20180526001404,0,-1
20180526001405,0,-1
20180526001406,0,-1
20180526001407,0,-1
20180526001408,0,-1
20180526001409,0,-1
20180526001410,0,-1
20180526001412,0,-1
20180526001413,0,-1
20180526001414,0,-1
20180526001415,0,-1
20180526001416,0,-1
20180526001417,0,-1
20180526001418,0,-1
20180526001419,0,-1
20180526001420,0,-1
20180526001421,0,-1
20180526001422,0,-1
20180526001423,0,-1
20180526001424,0,-1
20180526001425,0,-1
20180526001426,0,-1
20180526001427,0,-1
20180526001428,0,-1
20180526001429,0,-1
20180526001430,0,-1
20180526001431,0,-1
20180526001432,0,-1
20180526001433,0,-1
20180526001435,0,-1
20180526001436,0,-1
20180526001437,0,-1
20180526001438,0,-1
20180526001439,0,-1
20180526001440,0,-1
20180526001441,0,-1
20180526001442,0,-1
20180526001443,0,-1
20180526001444,0,-1
20180526001445,0,-1
20180526001446,0,-1
20180526001447,0,-1
20180526001448,0,-1
20180526001449,0,-1
20180526001450,0,-1
20180526001451,0,-1
20180526001452,0,-1
20180526001453,0,-1
20180526001454,0,-1
20180526001455,0,-1
20180526001456,0,-1
20180526001458,0,-1
20180526001459,0,-1
20180526001500,0,-1
20180526001501,0,-1
20180526001502,0,-1
20180526001503,0,-1
20180526001504,0,-1
20180526001505,0,-1
20180526001506,0,-1
20180526001507,0,-1
20180526001508,0,-1
20180526001509,0,-1
20180526001510,0,-1
20180526001511,0,-1
20180526001512,0,-1
20180526001513,0,-1
20180526001514,0,-1
20180526001515,0,-1
20180526001516,0,-1
20180526001517,0,-1
20180526001518,0,-1
20180526001519,0,-1
20180526001520,0,-1
20180526001522,0,-1
20180526001523,0,-1
20180526001524,0,-1
20180526001525,0,-1
20180526001526,0,-1
20180526001527,0,-1
20180526001528,0,-1
20180526001529,0,-1
20180526001530,0,-1
20180526001531,0,-1
20180526001532,0,-1
20180526001533,0,-1
20180526001534,0,-1
20180526001535,0,-1
20180526001536,0,-1
20180526001537,0,-1
20180526001538,0,-1
20180526001539,0,-1
20180526001540,0,-1
20180526001541,0,-1
20180526001542,0,-1
20180526001544,0,-1
20180526001545,0,-1
20180526001546,0,-1
20180526001547,0,-1
20180526001548,0,-1
20180526001549,0,-1
20180526001550,0,-1
20180526001551,0,-1
20180526001552,0,-1
20180526001553,0,-1
20180526001554,0,-1
20180526001555,0,-1
20180526001556,0,-1
20180526001557,0,-1
20180526001558,0,-1
20180526001559,0,-1
20180526001600,0,-1
20180526001601,0,-1
20180526001602,0,-1
20180526001603,0,-1
20180526001604,0,-1
20180526001605,0,-1
20180526001607,0,-1
20180526001608,0,-1
20180526001609,0,-1
20180526001610,0,-1
20180526001611,0,-1
20180526001612,0,-1
20180526001613,0,-1
20180526001614,0,-1
20180526001615,0,-1
20180526001616,0,-1
20180526001617,0,-1
20180526001618,0,-1
20180526001619,0,-1
20180526001620,0,-1
20180526001621,0,-1
20180526001622,0,-1
20180526001623,0,-1
20180526001624,0,-1
20180526001625,0,-1
20180526001626,0,-1
20180526001627,0,-1
20180526001628,0,-1
20180526001630,0,-1
20180526001631,0,-1
20180526001632,0,-1
20180526001633,0,-1
20180526001634,0,-1
20180526001635,0,-1
20180526001636,0,-1
20180526001637,0,-1
20180526001638,0,-1
20180526001639,0,-1
20180526001640,0,-1
20180526001641,0,-1
20180526001642,0,-1
20180526001643,0,-1
20180526001644,0,-1
20180526001645,0,-1
20180526001646,0,-1
20180526001647,0,-1
20180526001648,0,-1
20180526001649,0,-1
20180526001650,0,-1
20180526001651,0,-1
20180526001652,0,-1
20180526001654,0,-1
20180526001655,0,-1
20180526001656,0,-1
20180526001657,0,-1
20180526001658,0,-1
20180526001659,0,-1
20180526001700,0,-1
20180526001701,0,-1
20180526001702,0,-1
20180526001703,0,-1
20180526001704,0,-1
20180526001705,0,-1
20180526001706,0,-1
20180526001707,0,-1
20180526001708,0,-1
20180526001709,0,-1
20180526001710,0,-1
20180526001711,0,-1
20180526001712,0,-1
20180526001713,0,-1
20180526001714,0,-1
20180526001716,0,-1
20180526001717,0,-1
20180526001718,0,-1
20180526001719,0,-1
20180526001720,0,-1
20180526001721,0,-1
20180526001722,0,-1
20180526001723,0,-1
20180526001724,0,-1
20180526001725,0,-1
20180526001726,0,-1
20180526001727,0,-1
20180526001728,0,-1
20180526001729,0,-1
20180526001730,0,-1
20180526001731,0,-1
20180526001732,0,-1
20180526001733,0,-1
20180526001734,0,-1
20180526001735,0,-1
20180526001736,0,-1
20180526001737,0,-1
20180526001739,0,-1
20180526001740,0,-1
20180526001741,0,-1
20180526001742,0,-1
20180526001743,0,-1
20180526001744,0,-1
20180526001745,0,-1
20180526001746,0,-1
20180526001747,0,-1
20180526001748,0,-1
20180526001749,0,-1
20180526001750,0,-1
20180526001751,0,-1
20180526001752,0,-1
20180526001753,0,-1
20180526001754,0,-1
20180526001755,0,-1
20180526001756,0,-1
20180526001757,0,-1
20180526001758,0,-1
20180526001759,0,-1
20180526001800,0,-1
20180526001802,0,-1
20180526001803,0,-1
20180526001804,0,-1
20180526001805,0,-1
20180526001806,0,-1
20180526001807,0,-1
20180526001808,0,-1
20180526001809,0,-1
20180526001810,0,-1
20180526001811,0,-1
20180526001812,0,-1
20180526001813,0,-1
20180526001814,0,-1
20180526001815,0,-1
20180526001816,0,-1
20180526001817,0,-1
20180526001818,0,-1
20180526001819,0,-1
20180526001820,0,-1
20180526001821,0,-1
20180526001822,0,-1
20180526001824,0,-1
20180526001825,0,-1
20180526001826,0,-1
20180526001827,0,-1
20180526001828,0,-1
20180526001829,0,-1
20180526001830,0,-1
20180526001831,0,-1
20180526001832,0,-1
20180526001833,0,-1
20180526001834,0,-1
20180526001835,0,-1
20180526001836,0,-1
20180526001837,0,-1
20180526001838,0,-1
20180526001839,0,-1
20180526001840,0,-1
20180526001841,0,-1
20180526001842,0,-1
20180526001843,0,-1
20180526001845,0,-1
20180526001846,0,-1
20180526001847,0,-1
20180526001848,0,-1
20180526001849,0,-1
20180526001850,0,-1
20180526001851,0,-1
20180526001852,0,-1
20180526001853,0,-1
20180526001854,0,-1
20180526001855,0,-1
20180526001856,0,-1
20180526001857,0,-1
20180526001858,0,-1
20180526001859,0,-1
20180526001900,0,-1
20180526001901,0,-1
20180526001902,0,-1
20180526001903,0,-1
20180526001904,0,-1
20180526001905,0,-1
20180526001907,0,-1
20180526001908,0,-1
20180526001909,0,-1
20180526001910,0,-1
20180526001911,0,-1
20180526001912,0,-1
20180526001913,0,-1
20180526001914,0,-1
20180526001915,0,-1
20180526001916,0,-1
20180526001917,0,-1
20180526001918,0,-1
20180526001919,0,-1
20180526001920,0,-1
20180526001921,0,-1
20180526001922,0,-1
20180526001923,0,-1
20180526001924,0,-1
20180526001925,0,-1
20180526001926,0,-1
20180526001927,0,-1
20180526001928,0,-1
20180526001930,0,-1
20180526001931,0,-1
20180526001932,0,-1
20180526001933,0,-1
20180526001934,0,-1
20180526001935,0,-1
20180526001936,0,-1
20180526001937,0,-1
20180526001938,0,-1
20180526001939,0,-1
20180526001940,0,-1
20180526001941,0,-1
20180526001942,0,-1
20180526001943,0,-1
20180526001944,0,-1
20180526001945,0,-1
20180526001946,0,-1
20180526001947,0,-1
20180526001948,0,-1
20180526001949,0,-1
20180526001950,0,-1
20180526001951,0,-1
20180526001953,0,-1
20180526001954,0,-1
20180526001955,0,-1
20180526001956,0,-1
20180526001957,0,-1
20180526001958,0,-1
20180526001959,0,-1
20180526002000,0,-1
20180526002001,0,-1
20180526002002,0,-1
20180526002003,0,-1
20180526002004,0,-1
20180526002005,0,-1
20180526002006,0,-1
20180526002007,0,-1
20180526002008,0,-1
20180526002009,0,-1
20180526002010,0,-1
20180526002011,0,-1
20180526002012,0,-1
20180526002014,0,-1
20180526002015,0,-1
20180526002016,0,-1
20180526002017,0,-1
20180526002018,0,-1
20180526002019,0,-1
20180526002020,0,-1
20180526002021,0,-1
20180526002022,0,-1
20180526002023,0,-1
20180526002024,0,-1
20180526002025,0,-1
20180526002026,0,-1
20180526002027,0,-1
20180526002028,0,-1
20180526002029,0,-1
20180526002030,0,-1
20180526002031,0,-1
20180526002032,0,-1
20180526002033,0,-1
20180526002034,0,-1
20180526002036,0,-1
20180526002037,0,-1
20180526002038,0,-1
20180526002039,0,-1
20180526002040,0,-1
20180526002041,0,-1
20180526002042,0,-1
20180526002043,0,-1
20180526002044,0,-1
20180526002045,0,-1
20180526002046,0,-1
20180526002047,0,-1
20180526002048,0,-1
20180526002049,0,-1
20180526002050,0,-1
20180526002051,0,-1
20180526002052,0,-1
20180526002053,0,-1
20180526002054,0,-1
20180526002055,0,-1
20180526002057,0,-1
20180526002058,0,-1
20180526002059,0,-1
20180526002100,0,-1
20180526002101,0,-1
20180526002102,0,-1
20180526002103,0,-1
20180526002104,0,-1
20180526002105,0,-1
20180526002106,0,-1
20180526002107,0,-1
20180526002108,0,-1
20180526002109,0,-1
20180526002110,0,-1
20180526002111,0,-1
20180526002112,0,-1
20180526002113,0,-1
20180526002114,0,-1
20180526002115,0,-1
20180526002116,0,-1
20180526002117,0,-1
20180526002119,0,-1
20180526002120,0,-1
20180526002121,0,-1
20180526002122,0,-1
20180526002123,0,-1
20180526002124,0,-1
20180526002125,0,-1
20180526002126,0,-1
20180526002127,0,-1
20180526002128,0,-1
20180526002129,0,-1
20180526002130,0,-1
20180526002131,0,-1
20180526002132,0,-1
20180526002133,0,-1
20180526002134,0,-1
20180526002135,0,-1
20180526002136,0,-1
20180526002137,0,-1
20180526002138,0,-1
20180526002139,0,-1
20180526002141,0,-1
20180526002142,0,-1
20180526002143,0,-1
20180526002144,0,-1
20180526002145,0,-1
20180526002146,0,-1
20180526002147,0,-1
20180526002148,0,-1
20180526002149,0,-1
20180526002150,0,-1
20180526002151,0,-1
20180526002152,0,-1
20180526002153,0,-1
20180526002154,0,-1
20180526002155,0,-1
20180526002156,0,-1
20180526002157,0,-1
20180526002158,0,-1
20180526002159,0,-1
20180526002200,0,-1
20180526002201,0,-1
20180526002203,0,-1
20180526002204,0,-1
20180526002205,0,-1
20180526002206,0,-1
20180526002207,0,-1
20180526002208,0,-1
