datetime,events,distance(KM)
20180524142402,0,-1
20180524142403,0,-1
20180524142405,0,-1
20180524142406,0,-1
20180524142407,0,-1
20180524142408,0,-1
20180524142409,0,-1
20180524142410,0,-1
20180524142411,0,-1
20180524142412,0,-1
20180524142413,0,-1
20180524142414,0,-1
20180524142415,0,-1
20180524142416,0,-1
20180524142417,0,-1
20180524142418,0,-1
20180524142419,0,-1
20180524142420,0,-1
20180524142421,0,-1
20180524142422,0,-1
20180524142424,0,-1
20180524142425,0,-1
20180524142426,0,-1
20180524142427,0,-1
20180524142428,0,-1
20180524142429,0,-1
20180524142430,0,-1
20180524142431,0,-1
20180524142432,0,-1
20180524142433,0,-1
20180524142434,0,-1
20180524142435,0,-1
20180524142436,0,-1
20180524142437,0,-1
20180524142438,0,-1
20180524142439,0,-1
20180524142440,0,-1
20180524142441,0,-1
20180524142442,0,-1
20180524142443,0,-1
20180524142445,0,-1
20180524142446,0,-1
20180524142447,0,-1
20180524142448,0,-1
20180524142449,0,-1
20180524142450,0,-1
20180524142451,0,-1
20180524142452,0,-1
20180524142453,0,-1
20180524142454,0,-1
20180524142455,0,-1
20180524142456,0,-1
20180524142457,0,-1
20180524142458,0,-1
20180524142459,0,-1
20180524142500,0,-1
20180524142501,0,-1
20180524142502,0,-1
20180524142503,0,-1
20180524142504,0,-1
20180524142506,0,-1
20180524142507,0,-1
20180524142508,0,-1
20180524142509,0,-1
20180524142510,0,-1
20180524142511,0,-1
20180524142512,0,-1
20180524142513,0,-1
20180524142514,0,-1
20180524142515,0,-1
20180524142516,0,-1
20180524142517,0,-1
20180524142518,0,-1
20180524142519,0,-1
20180524142520,0,-1
20180524142521,0,-1
20180524142522,0,-1
20180524142523,0,-1
20180524142524,0,-1
20180524142526,0,-1
20180524142527,0,-1
20180524142528,0,-1
20180524142529,0,-1
20180524142530,0,-1
20180524142531,0,-1
20180524142532,0,-1
20180524142533,0,-1
20180524142534,0,-1
20180524142535,0,-1
20180524142536,0,-1
20180524142537,0,-1
20180524142538,0,-1
20180524142539,0,-1
20180524142540,0,-1
20180524142541,0,-1
20180524142542,0,-1
20180524142543,0,-1
20180524142544,0,-1
20180524142545,0,-1
20180524142547,0,-1
20180524142548,0,-1
20180524142549,0,-1
20180524142550,0,-1
20180524142551,0,-1
20180524142552,0,-1
20180524142553,0,-1
20180524142554,0,-1
20180524142555,0,-1
20180524142556,0,-1
20180524142557,0,-1
20180524142558,0,-1
20180524142559,0,-1
20180524142600,0,-1
20180524142601,0,-1
20180524142602,0,-1
20180524142603,0,-1
20180524142604,0,-1
20180524142605,0,-1
20180524142606,0,-1
20180524142607,0,-1
20180524142609,0,-1
20180524142610,0,-1
20180524142611,0,-1
20180524142612,0,-1
20180524142613,0,-1
20180524142614,0,-1
20180524142615,0,-1
20180524142616,0,-1
20180524142617,0,-1
20180524142618,0,-1
20180524142619,0,-1
20180524142620,0,-1
20180524142621,0,-1
20180524142622,0,-1
20180524142623,0,-1
20180524142624,0,-1
20180524142625,0,-1
20180524142626,0,-1
20180524142627,0,-1
20180524142629,0,-1
20180524142630,0,-1
20180524142631,0,-1
20180524142632,0,-1
20180524142633,0,-1
20180524142634,0,-1
20180524142635,0,-1
20180524142636,0,-1
20180524142637,0,-1
20180524142638,0,-1
20180524142639,0,-1
20180524142640,0,-1
20180524142641,0,-1
20180524142642,0,-1
20180524142643,0,-1
20180524142644,0,-1
20180524142645,0,-1
20180524142646,0,-1
20180524142647,0,-1
20180524142649,0,-1
20180524142650,0,-1
20180524142651,0,-1
20180524142652,0,-1
20180524142653,0,-1
20180524142654,0,-1
20180524142655,0,-1
20180524142656,0,-1
20180524142657,0,-1
20180524142658,0,-1
20180524142659,0,-1
20180524142700,0,-1
20180524142701,0,-1
20180524142702,0,-1
20180524142703,0,-1
20180524142704,0,-1
20180524142705,0,-1
20180524142706,0,-1
20180524142707,0,-1
20180524142709,0,-1
20180524142710,0,-1
20180524142711,0,-1
20180524142712,0,-1
20180524142713,0,-1
20180524142714,0,-1
20180524142715,0,-1
20180524142716,0,-1
20180524142717,0,-1
20180524142718,0,-1
20180524142719,0,-1
20180524142720,0,-1
20180524142721,0,-1
20180524142722,0,-1
20180524142723,0,-1
20180524142724,0,-1
20180524142725,0,-1
20180524142726,0,-1
20180524142727,0,-1
20180524142729,0,-1
20180524142730,0,-1
20180524142731,0,-1
20180524142732,0,-1
20180524142733,0,-1
20180524142734,0,-1
20180524142735,0,-1
20180524142736,0,-1
20180524142737,0,-1
20180524142738,0,-1
20180524142739,0,-1
20180524142740,0,-1
20180524142741,0,-1
20180524142742,0,-1
20180524142743,0,-1
20180524142744,0,-1
20180524142745,0,-1
20180524142746,0,-1
20180524142747,0,-1
20180524142748,0,-1
20180524142749,0,-1
20180524142751,0,-1
20180524142752,0,-1
20180524142753,0,-1
20180524142754,0,-1
20180524142755,0,-1
20180524142756,0,-1
20180524142757,0,-1
20180524142758,0,-1
20180524142759,0,-1
20180524142800,0,-1
20180524142801,0,-1
20180524142802,0,-1
20180524142803,0,-1
20180524142804,0,-1
20180524142805,0,-1
20180524142806,0,-1
20180524142807,0,-1
20180524142808,0,-1
20180524142809,0,-1
20180524142811,0,-1
20180524142812,0,-1
20180524142813,0,-1
20180524142814,0,-1
20180524142815,0,-1
20180524142816,0,-1
20180524142817,0,-1
20180524142818,0,-1
20180524142819,0,-1
20180524142820,0,-1
20180524142821,0,-1
20180524142822,0,-1
20180524142823,0,-1
20180524142824,0,-1
20180524142825,0,-1
20180524142826,0,-1
20180524142827,0,-1
20180524142828,0,-1
20180524142829,0,-1
20180524142831,0,-1
20180524142832,0,-1
20180524142833,0,-1
20180524142834,0,-1
20180524142835,0,-1
20180524142836,0,-1
20180524142837,0,-1
20180524142838,0,-1
20180524142839,0,-1
20180524142840,0,-1
20180524142841,0,-1
20180524142842,0,-1
20180524142843,0,-1
20180524142844,0,-1
20180524142845,0,-1
20180524142846,0,-1
20180524142847,0,-1
20180524142848,0,-1
20180524142849,0,-1
20180524142851,0,-1
20180524142852,0,-1
20180524142853,0,-1
20180524142854,0,-1
20180524142855,0,-1
20180524142856,0,-1
20180524142857,0,-1
20180524142858,0,-1
20180524142859,0,-1
20180524142900,0,-1
20180524142901,0,-1
20180524142902,0,-1
20180524142903,0,-1
20180524142904,0,-1
20180524142905,0,-1
20180524142906,0,-1
20180524142907,0,-1
20180524142908,0,-1
20180524142909,0,-1
20180524142911,0,-1
20180524142912,0,-1
20180524142913,0,-1
20180524142914,0,-1
20180524142915,0,-1
20180524142916,0,-1
20180524142917,0,-1
20180524142918,0,-1
20180524142919,0,-1
20180524142920,0,-1
20180524142921,0,-1
20180524142922,0,-1
20180524142923,0,-1
20180524142924,0,-1
20180524142925,0,-1
20180524142926,0,-1
20180524142927,0,-1
20180524142928,0,-1
20180524142929,0,-1
20180524142931,0,-1
20180524142932,0,-1
20180524142933,0,-1
20180524142934,0,-1
20180524142935,0,-1
20180524142936,0,-1
20180524142937,0,-1
20180524142938,0,-1
20180524142939,0,-1
20180524142940,0,-1
20180524142941,0,-1
20180524142942,0,-1
20180524142943,0,-1
20180524142944,0,-1
20180524142945,0,-1
20180524142946,0,-1
20180524142947,0,-1
20180524142948,0,-1
20180524142949,0,-1
20180524142950,0,-1
20180524142952,0,-1
20180524142953,0,-1
20180524142954,0,-1
20180524142955,0,-1
20180524142956,0,-1
20180524142957,0,-1
20180524142958,0,-1
20180524142959,0,-1
20180524143000,0,-1
20180524143001,0,-1
20180524143002,0,-1
20180524143003,0,-1
20180524143004,0,-1
20180524143005,0,-1
20180524143006,0,-1
20180524143007,0,-1
20180524143008,0,-1
20180524143009,0,-1
20180524143010,0,-1
20180524143012,0,-1
20180524143013,0,-1
20180524143014,0,-1
20180524143015,0,-1
20180524143016,0,-1
20180524143017,0,-1
20180524143018,0,-1
20180524143019,0,-1
20180524143020,0,-1
20180524143021,0,-1
20180524143022,0,-1
20180524143023,0,-1
20180524143024,0,-1
20180524143025,0,-1
20180524143026,0,-1
20180524143027,0,-1
20180524143028,0,-1
20180524143029,0,-1
20180524143030,0,-1
20180524143032,0,-1
20180524143033,0,-1
20180524143034,0,-1
20180524143035,0,-1
20180524143036,0,-1
20180524143037,0,-1
20180524143038,0,-1
20180524143039,0,-1
20180524143040,0,-1
20180524143041,0,-1
20180524143042,0,-1
20180524143043,0,-1
20180524143044,0,-1
20180524143045,0,-1
20180524143046,0,-1
20180524143047,0,-1
20180524143048,0,-1
20180524143049,0,-1
20180524143050,0,-1
20180524143052,0,-1
20180524143053,0,-1
20180524143054,0,-1
20180524143055,0,-1
20180524143056,0,-1
20180524143057,0,-1
20180524143058,0,-1
20180524143059,0,-1
20180524143100,0,-1
20180524143101,0,-1
20180524143102,0,-1
20180524143103,0,-1
20180524143104,0,-1
20180524143105,0,-1
20180524143106,0,-1
20180524143107,0,-1
20180524143108,0,-1
20180524143109,0,-1
20180524143110,0,-1
20180524143111,0,-1
20180524143113,0,-1
20180524143114,0,-1
20180524143115,0,-1
20180524143116,0,-1
20180524143117,0,-1
20180524143118,0,-1
20180524143119,0,-1
20180524143120,0,-1
20180524143121,0,-1
20180524143122,0,-1
20180524143123,0,-1
20180524143124,0,-1
20180524143125,0,-1
20180524143126,0,-1
20180524143127,0,-1
20180524143128,0,-1
20180524143129,0,-1
20180524143130,0,-1
20180524143131,0,-1
20180524143133,0,-1
20180524143134,0,-1
20180524143135,0,-1
20180524143136,0,-1
20180524143137,0,-1
20180524143138,0,-1
20180524143139,0,-1
20180524143140,0,-1
20180524143141,0,-1
20180524143142,0,-1
20180524143143,0,-1
20180524143144,0,-1
20180524143145,0,-1
20180524143146,0,-1
20180524143147,0,-1
20180524143148,0,-1
20180524143149,0,-1
20180524143150,0,-1
20180524143151,0,-1
20180524143152,0,-1
20180524143154,0,-1
20180524143155,0,-1
20180524143156,0,-1
20180524143157,0,-1
20180524143158,0,-1
20180524143159,0,-1
20180524143200,0,-1
20180524143201,0,-1
20180524143202,0,-1
20180524143203,0,-1
20180524143204,0,-1
20180524143205,0,-1
20180524143206,0,-1
20180524143207,0,-1
20180524143208,0,-1
20180524143209,0,-1
20180524143210,0,-1
20180524143211,0,-1
20180524143212,0,-1
20180524143214,0,-1
20180524143215,0,-1
20180524143216,0,-1
20180524143217,0,-1
20180524143218,0,-1
20180524143219,0,-1
20180524143220,0,-1
20180524143221,0,-1
20180524143222,0,-1
20180524143223,0,-1
20180524143224,0,-1
20180524143225,0,-1
20180524143226,0,-1
20180524143227,0,-1
20180524143228,0,-1
20180524143229,0,-1
20180524143230,0,-1
20180524143231,0,-1
20180524143233,0,-1
20180524143234,0,-1
20180524143235,0,-1
20180524143236,0,-1
20180524143237,0,-1
20180524143238,0,-1
20180524143239,0,-1
20180524143240,0,-1
20180524143241,0,-1
20180524143242,0,-1
20180524143243,0,-1
20180524143244,0,-1
20180524143245,0,-1
20180524143246,0,-1
20180524143247,0,-1
20180524143248,0,-1
20180524143249,0,-1
20180524143250,0,-1
20180524143251,0,-1
20180524143252,0,-1
20180524143254,0,-1
20180524143255,0,-1
20180524143256,0,-1
20180524143257,0,-1
20180524143258,0,-1
20180524143259,0,-1
20180524143300,0,-1
20180524143301,0,-1
20180524143302,0,-1
20180524143303,0,-1
20180524143304,0,-1
20180524143305,0,-1
20180524143306,0,-1
20180524143307,0,-1
20180524143308,0,-1
20180524143309,0,-1
20180524143310,0,-1
20180524143311,0,-1
20180524143312,0,-1
20180524143313,0,-1
20180524143315,0,-1
20180524143316,0,-1
20180524143317,0,-1
20180524143318,0,-1
20180524143319,0,-1
20180524143320,0,-1
20180524143321,0,-1
20180524143322,0,-1
20180524143323,0,-1
20180524143324,0,-1
20180524143325,0,-1
20180524143326,0,-1
20180524143327,0,-1
20180524143328,0,-1
20180524143329,0,-1
20180524143330,0,-1
20180524143331,0,-1
20180524143333,0,-1
20180524143334,0,-1
20180524143335,0,-1
20180524143336,0,-1
20180524143337,0,-1
20180524143338,0,-1
20180524143339,0,-1
20180524143340,0,-1
20180524143341,0,-1
20180524143342,0,-1
20180524143343,0,-1
20180524143344,0,-1
20180524143345,0,-1
20180524143346,0,-1
20180524143347,0,-1
20180524143348,0,-1
20180524143349,0,-1
20180524143350,0,-1
20180524143351,0,-1
20180524143353,0,-1
20180524143354,0,-1
20180524143355,0,-1
20180524143356,0,-1
20180524143357,0,-1
20180524143358,0,-1
20180524143359,0,-1
20180524143400,0,-1
20180524143401,0,-1
20180524143402,0,-1
20180524143403,0,-1
20180524143404,0,-1
20180524143405,0,-1
20180524143406,0,-1
20180524143407,0,-1
20180524143408,0,-1
20180524143409,0,-1
20180524143410,0,-1
20180524143411,0,-1
20180524143412,0,-1
20180524143413,0,-1
20180524143415,0,-1
20180524143416,0,-1
20180524143417,0,-1
20180524143418,0,-1
20180524143419,0,-1
20180524143420,0,-1
20180524143421,0,-1
20180524143422,0,-1
20180524143423,0,-1
20180524143424,0,-1
20180524143425,0,-1
20180524143426,0,-1
20180524143427,0,-1
20180524143428,0,-1
20180524143429,0,-1
20180524143430,0,-1
20180524143431,0,-1
20180524143432,0,-1
20180524143433,0,-1
20180524143435,0,-1
20180524143436,0,-1
20180524143437,0,-1
20180524143438,0,-1
20180524143439,0,-1
20180524143440,0,-1
20180524143441,0,-1
20180524143442,0,-1
20180524143443,0,-1
20180524143444,0,-1
20180524143445,0,-1
20180524143446,0,-1
20180524143447,0,-1
20180524143448,0,-1
20180524143449,0,-1
20180524143450,0,-1
20180524143451,0,-1
20180524143452,0,-1
20180524143453,0,-1
20180524143455,0,-1
20180524143456,0,-1
20180524143457,0,-1
20180524143458,0,-1
20180524143459,0,-1
20180524143500,0,-1
20180524143501,0,-1
20180524143502,0,-1
20180524143503,0,-1
20180524143504,0,-1
20180524143505,0,-1
20180524143506,0,-1
20180524143507,0,-1
20180524143508,0,-1
20180524143509,0,-1
20180524143510,0,-1
20180524143511,0,-1
20180524143513,0,-1
20180524143514,0,-1
20180524143515,0,-1
20180524143516,0,-1
20180524143517,0,-1
20180524143518,0,-1
20180524143519,0,-1
20180524143520,0,-1
20180524143521,0,-1
20180524143522,0,-1
20180524143523,0,-1
20180524143524,0,-1
20180524143525,0,-1
20180524143526,0,-1
20180524143527,0,-1
20180524143528,0,-1
20180524143529,0,-1
20180524143530,0,-1
20180524143532,0,-1
20180524143533,0,-1
20180524143534,0,-1
20180524143535,0,-1
20180524143536,0,-1
20180524143537,0,-1
20180524143538,0,-1
20180524143539,0,-1
20180524143540,0,-1
20180524143541,0,-1
20180524143542,0,-1
20180524143543,0,-1
20180524143544,0,-1
20180524143545,0,-1
20180524143546,0,-1
20180524143547,0,-1
20180524143548,0,-1
20180524143549,0,-1
20180524143550,0,-1
20180524143551,0,-1
20180524143553,0,-1
20180524143554,0,-1
20180524143555,0,-1
20180524143556,0,-1
20180524143557,0,-1
20180524143558,0,-1
20180524143559,0,-1
20180524143600,0,-1
20180524143601,0,-1
20180524143602,0,-1
20180524143603,0,-1
20180524143604,0,-1
20180524143605,0,-1
20180524143606,0,-1
20180524143607,0,-1
20180524143608,0,-1
20180524143609,0,-1
20180524143610,0,-1
20180524143611,0,-1
20180524143612,0,-1
20180524143614,0,-1
20180524143615,0,-1
20180524143616,0,-1
20180524143617,0,-1
20180524143618,0,-1
20180524143619,0,-1
20180524143620,0,-1
20180524143621,0,-1
20180524143622,0,-1
20180524143623,0,-1
20180524143624,0,-1
20180524143625,0,-1
20180524143626,0,-1
20180524143627,0,-1
20180524143628,0,-1
20180524143629,0,-1
20180524143630,0,-1
20180524143631,0,-1
20180524143633,0,-1
20180524143634,0,-1
20180524143635,0,-1
20180524143636,0,-1
20180524143637,0,-1
20180524143638,0,-1
20180524143639,0,-1
20180524143640,0,-1
20180524143641,0,-1
20180524143642,0,-1
20180524143643,0,-1
20180524143644,0,-1
20180524143645,0,-1
20180524143646,0,-1
20180524143647,0,-1
20180524143648,0,-1
20180524143649,0,-1
20180524143650,0,-1
20180524143651,0,-1
20180524143652,0,-1
20180524143654,0,-1
20180524143655,0,-1
20180524143656,0,-1
20180524143657,0,-1
20180524143658,0,-1
20180524143659,0,-1
20180524143700,0,-1
20180524143701,0,-1
20180524143702,0,-1
20180524143703,0,-1
20180524143704,0,-1
20180524143705,0,-1
20180524143706,0,-1
20180524143707,0,-1
20180524143708,0,-1
20180524143709,0,-1
20180524143710,0,-1
20180524143711,0,-1
20180524143712,0,-1
20180524143713,0,-1
20180524143715,0,-1
20180524143716,0,-1
20180524143717,0,-1
20180524143718,0,-1
20180524143719,0,-1
20180524143720,0,-1
20180524143721,0,-1
20180524143722,0,-1
20180524143723,0,-1
20180524143724,0,-1
20180524143725,0,-1
20180524143726,0,-1
20180524143727,0,-1
20180524143728,0,-1
20180524143729,0,-1
20180524143730,0,-1
20180524143731,0,-1
20180524143732,0,-1
20180524143733,0,-1
20180524143734,0,-1
20180524143736,0,-1
20180524143737,0,-1
20180524143738,0,-1
20180524143739,0,-1
20180524143740,0,-1
20180524143741,0,-1
20180524143742,0,-1
20180524143743,0,-1
20180524143744,0,-1
20180524143745,0,-1
20180524143746,0,-1
20180524143747,0,-1
20180524143748,0,-1
20180524143749,0,-1
20180524143750,0,-1
20180524143751,0,-1
20180524143752,0,-1
20180524143753,0,-1
20180524143754,0,-1
20180524143755,0,-1
20180524143757,0,-1
20180524143758,0,-1
20180524143759,0,-1
20180524143800,0,-1
20180524143801,0,-1
20180524143802,0,-1
20180524143803,0,-1
20180524143804,0,-1
20180524143805,0,-1
20180524143806,0,-1
20180524143807,0,-1
20180524143808,0,-1
20180524143809,0,-1
20180524143810,0,-1
20180524143811,0,-1
20180524143812,0,-1
20180524143813,0,-1
20180524143814,0,-1
20180524143815,0,-1
20180524143817,0,-1
20180524143818,0,-1
20180524143819,0,-1
20180524143820,0,-1
20180524143821,0,-1
20180524143822,0,-1
20180524143823,0,-1
20180524143824,0,-1
20180524143825,0,-1
20180524143826,0,-1
20180524143827,0,-1
20180524143828,0,-1
20180524143829,0,-1
20180524143830,0,-1
20180524143831,0,-1
20180524143832,0,-1
20180524143833,0,-1
20180524143835,0,-1
20180524143836,0,-1
20180524143837,0,-1
20180524143838,0,-1
20180524143839,0,-1
20180524143840,0,-1
20180524143841,0,-1
20180524143842,0,-1
20180524143843,0,-1
20180524143844,0,-1
20180524143845,0,-1
20180524143846,0,-1
20180524143847,0,-1
20180524143848,0,-1
20180524143849,0,-1
20180524143850,0,-1
20180524143851,0,-1
20180524143852,0,-1
20180524143853,0,-1
20180524143855,0,-1
20180524143856,0,-1
20180524143857,0,-1
20180524143858,0,-1
20180524143859,0,-1
20180524143900,0,-1
20180524143901,0,-1
20180524143902,0,-1
20180524143903,0,-1
20180524143904,0,-1
20180524143905,0,-1
20180524143906,0,-1
20180524143907,0,-1
20180524143908,0,-1
20180524143909,0,-1
20180524143910,0,-1
20180524143911,0,-1
20180524143912,0,-1
20180524143913,0,-1
20180524143914,0,-1
20180524143915,0,-1
20180524143917,0,-1
20180524143918,0,-1
20180524143919,0,-1
20180524143920,0,-1
20180524143921,0,-1
20180524143922,0,-1
20180524143923,0,-1
20180524143924,0,-1
20180524143925,0,-1
20180524143926,0,-1
20180524143927,0,-1
20180524143928,0,-1
20180524143929,0,-1
20180524143930,0,-1
20180524143931,0,-1
20180524143932,0,-1
20180524143933,0,-1
20180524143934,0,-1
20180524143935,0,-1
20180524143936,0,-1
20180524143938,0,-1
20180524143939,0,-1
20180524143940,0,-1
20180524143941,0,-1
20180524143942,0,-1
20180524143943,0,-1
20180524143944,0,-1
20180524143945,0,-1
20180524143946,0,-1
20180524143947,0,-1
20180524143948,0,-1
20180524143949,0,-1
20180524143950,0,-1
20180524143951,0,-1
20180524143952,0,-1
20180524143953,0,-1
20180524143954,0,-1
20180524143955,0,-1
20180524143956,0,-1
20180524143957,0,-1
20180524143959,0,-1
20180524144000,0,-1
20180524144001,0,-1
20180524144002,0,-1
20180524144003,0,-1
20180524144004,0,-1
20180524144005,0,-1
20180524144006,0,-1
20180524144007,0,-1
20180524144008,0,-1
20180524144009,0,-1
20180524144010,0,-1
20180524144011,0,-1
20180524144012,0,-1
20180524144013,0,-1
20180524144014,0,-1
20180524144015,0,-1
20180524144016,0,-1
20180524144017,0,-1
20180524144019,0,-1
20180524144020,0,-1
20180524144021,0,-1
20180524144022,0,-1
20180524144023,0,-1
20180524144024,0,-1
20180524144025,0,-1
20180524144026,0,-1
20180524144027,0,-1
20180524144028,0,-1
20180524144029,0,-1
20180524144030,0,-1
20180524144031,0,-1
20180524144032,0,-1
20180524144033,0,-1
20180524144034,0,-1
20180524144035,0,-1
20180524144036,0,-1
20180524144037,0,-1
20180524144039,0,-1
20180524144040,0,-1
20180524144041,0,-1
20180524144042,0,-1
20180524144043,0,-1
20180524144044,0,-1
20180524144045,0,-1
20180524144046,0,-1
20180524144047,0,-1
20180524144048,0,-1
20180524144049,0,-1
20180524144050,0,-1
20180524144051,0,-1
20180524144052,0,-1
20180524144053,0,-1
20180524144054,0,-1
20180524144055,0,-1
20180524144056,0,-1
20180524144057,0,-1
20180524144058,0,-1
20180524144100,0,-1
20180524144101,0,-1
20180524144102,0,-1
20180524144103,0,-1
20180524144104,0,-1
20180524144105,0,-1
20180524144106,0,-1
20180524144107,0,-1
20180524144108,0,-1
20180524144109,0,-1
20180524144110,0,-1
20180524144111,0,-1
20180524144112,0,-1
20180524144113,0,-1
20180524144114,0,-1
20180524144115,0,-1
20180524144116,0,-1
20180524144117,0,-1
20180524144118,0,-1
20180524144119,0,-1
20180524144121,0,-1
20180524144122,0,-1
20180524144123,0,-1
20180524144124,0,-1
20180524144125,0,-1
20180524144126,0,-1
20180524144127,0,-1
20180524144128,0,-1
20180524144129,0,-1
20180524144130,0,-1
20180524144131,0,-1
20180524144132,0,-1
20180524144133,0,-1
20180524144134,0,-1
20180524144135,0,-1
20180524144136,0,-1
20180524144137,0,-1
20180524144138,0,-1
20180524144139,0,-1
20180524144141,0,-1
20180524144142,0,-1
20180524144143,0,-1
20180524144144,0,-1
20180524144145,0,-1
20180524144146,0,-1
20180524144147,0,-1
20180524144148,0,-1
20180524144149,0,-1
20180524144150,0,-1
20180524144151,0,-1
20180524144152,0,-1
20180524144153,0,-1
20180524144154,0,-1
20180524144155,0,-1
20180524144156,0,-1
20180524144157,0,-1
20180524144158,0,-1
20180524144159,0,-1
20180524144201,0,-1
20180524144202,0,-1
20180524144203,0,-1
20180524144204,0,-1
20180524144205,0,-1
20180524144206,0,-1
20180524144207,0,-1
20180524144208,0,-1
20180524144209,0,-1
20180524144210,0,-1
20180524144211,0,-1
20180524144212,0,-1
20180524144213,0,-1
20180524144214,0,-1
20180524144215,0,-1
20180524144216,0,-1
20180524144217,0,-1
20180524144218,0,-1
20180524144219,0,-1
20180524144220,0,-1
20180524144222,0,-1
20180524144223,0,-1
20180524144224,0,-1
20180524144225,0,-1
20180524144226,0,-1
20180524144227,0,-1
20180524144228,0,-1
20180524144229,0,-1
20180524144230,0,-1
20180524144231,0,-1
20180524144232,0,-1
20180524144233,0,-1
20180524144234,0,-1
20180524144235,0,-1
20180524144236,0,-1
20180524144237,0,-1
20180524144238,0,-1
20180524144239,0,-1
20180524144240,0,-1
20180524144242,0,-1
20180524144243,0,-1
20180524144244,0,-1
20180524144245,0,-1
20180524144246,0,-1
20180524144247,0,-1
20180524144248,0,-1
20180524144249,0,-1
20180524144250,0,-1
20180524144251,0,-1
20180524144252,0,-1
20180524144253,0,-1
20180524144254,0,-1
20180524144255,0,-1
20180524144256,0,-1
20180524144257,0,-1
20180524144258,0,-1
20180524144259,0,-1
20180524144300,0,-1
20180524144301,0,-1
20180524144303,0,-1
20180524144304,0,-1
20180524144305,0,-1
20180524144306,0,-1
20180524144307,0,-1
20180524144308,0,-1
20180524144309,0,-1
20180524144310,0,-1
20180524144311,0,-1
20180524144312,0,-1
20180524144313,0,-1
20180524144314,0,-1
20180524144315,0,-1
20180524144316,0,-1
20180524144317,0,-1
20180524144318,0,-1
20180524144319,0,-1
20180524144320,0,-1
20180524144321,0,-1
20180524144323,0,-1
20180524144324,0,-1
20180524144325,0,-1
20180524144326,0,-1
20180524144327,0,-1
20180524144328,0,-1
20180524144329,0,-1
20180524144330,0,-1
20180524144331,0,-1
20180524144332,0,-1
20180524144333,0,-1
20180524144334,0,-1
20180524144335,0,-1
20180524144336,0,-1
20180524144337,0,-1
20180524144338,0,-1
20180524144339,0,-1
20180524144340,0,-1
20180524144341,0,-1
20180524144342,0,-1
20180524144343,0,-1
20180524144345,0,-1
20180524144346,0,-1
20180524144347,0,-1
20180524144348,0,-1
20180524144349,0,-1
20180524144350,0,-1
20180524144351,0,-1
20180524144352,0,-1
20180524144353,0,-1
20180524144354,0,-1
20180524144355,0,-1
20180524144356,0,-1
20180524144357,0,-1
20180524144358,0,-1
20180524144359,0,-1
20180524144400,0,-1
20180524144401,0,-1
20180524144402,0,-1
20180524144403,0,-1
20180524144404,0,-1
20180524144406,0,-1
20180524144407,0,-1
20180524144408,0,-1
20180524144409,0,-1
20180524144410,0,-1
20180524144411,0,-1
20180524144412,0,-1
20180524144413,0,-1
20180524144414,0,-1
20180524144415,0,-1
20180524144416,0,-1
20180524144417,0,-1
20180524144418,0,-1
20180524144419,0,-1
20180524144420,0,-1
20180524144421,0,-1
20180524144422,0,-1
20180524144423,0,-1
20180524144424,0,-1
20180524144426,0,-1
20180524144427,0,-1
20180524144428,0,-1
20180524144429,0,-1
20180524144430,0,-1
20180524144431,0,-1
20180524144432,0,-1
20180524144433,0,-1
20180524144434,0,-1
20180524144435,0,-1
20180524144436,0,-1
20180524144437,0,-1
20180524144438,0,-1
20180524144439,0,-1
20180524144440,0,-1
20180524144441,0,-1
20180524144442,0,-1
20180524144443,0,-1
20180524144444,0,-1
20180524144446,0,-1
20180524144447,0,-1
20180524144448,0,-1
20180524144449,0,-1
20180524144450,0,-1
20180524144451,0,-1
20180524144452,0,-1
20180524144453,0,-1
20180524144454,0,-1
20180524144455,0,-1
20180524144456,0,-1
20180524144457,0,-1
20180524144458,0,-1
20180524144459,0,-1
20180524144500,0,-1
20180524144501,0,-1
20180524144502,0,-1
20180524144503,0,-1
20180524144504,0,-1
20180524144505,0,-1
20180524144507,0,-1
20180524144508,0,-1
20180524144509,0,-1
20180524144510,0,-1
20180524144511,0,-1
20180524144512,0,-1
20180524144513,0,-1
20180524144514,0,-1
20180524144515,0,-1
20180524144516,0,-1
20180524144517,0,-1
20180524144518,0,-1
20180524144519,0,-1
20180524144520,0,-1
20180524144521,0,-1
20180524144522,0,-1
20180524144523,0,-1
20180524144524,0,-1
20180524144525,0,-1
20180524144527,0,-1
20180524144528,0,-1
20180524144529,0,-1
20180524144530,0,-1
20180524144531,0,-1
20180524144532,0,-1
20180524144533,0,-1
20180524144534,0,-1
20180524144535,0,-1
20180524144536,0,-1
20180524144537,0,-1
20180524144538,0,-1
20180524144539,0,-1
20180524144540,0,-1
20180524144541,0,-1
20180524144542,0,-1
20180524144543,0,-1
20180524144544,0,-1
20180524144545,0,-1
20180524144546,0,-1
20180524144548,0,-1
20180524144549,0,-1
20180524144550,0,-1
20180524144551,0,-1
20180524144552,0,-1
20180524144553,0,-1
20180524144554,0,-1
20180524144555,0,-1
20180524144556,0,-1
20180524144557,0,-1
20180524144558,0,-1
20180524144559,0,-1
20180524144600,0,-1
20180524144601,0,-1
20180524144602,0,-1
20180524144603,0,-1
20180524144604,0,-1
20180524144605,0,-1
20180524144606,0,-1
20180524144607,0,-1
20180524144609,0,-1
20180524144610,0,-1
20180524144611,0,-1
20180524144612,0,-1
20180524144613,0,-1
20180524144614,0,-1
20180524144615,0,-1
20180524144616,0,-1
20180524144617,0,-1
20180524144618,0,-1
