datetime,events,distance(KM),hazardous
20181107170629,1,-1,False
20181107170637,0,-1,False
20181107170645,0,-1,False
20181107170653,0,-1,False
20181107170701,0,-1,False
20181107170709,0,-1,False
20181107170718,0,-1,False
20181107170726,0,-1,False
20181107170734,0,-1,False
20181107170914,1,-1,False
20181107170922,0,-1,False
